16 	 2.044066 
16 	 2.383394 
16 	 1.676514 
16 	 1.674030 
16 	 1.673843 
16 	 1.673834 
16 	 1.676896 
16 	 1.673967 
16 	 1.674196 
16 	 1.676462 
16 	 1.673982 
16 	 1.673892 
16 	 1.674159 
16 	 1.676992 
16 	 1.673924 
16 	 1.673904 
16 	 1.675715 
16 	 1.672165 
16 	 2.360273 
16 	 1.673802 
16 	 1.676828 
16 	 2.389299 
16 	 2.386656 
16 	 1.671809 
16 	 1.671792 
16 	 1.671734 
16 	 1.672852 
16 	 2.261676 
16 	 2.395891 
16 	 1.672649 
16 	 1.671744 
16 	 1.671782 
16 	 1.672487 
16 	 1.716002 
16 	 2.380708 
16 	 1.676316 
16 	 1.673991 
16 	 1.673902 
16 	 1.673977 
16 	 1.676745 
16 	 1.674110 
16 	 1.674151 
16 	 1.676096 
16 	 1.671545 
16 	 2.359609 
16 	 1.674241 
16 	 1.676397 
16 	 1.673846 
16 	 1.673989 
16 	 1.676527 
16 	 1.673861 
16 	 1.674318 
16 	 1.674092 
16 	 1.676809 
16 	 1.673817 
16 	 1.673943 
16 	 1.676754 
16 	 1.673899 
16 	 1.673855 
16 	 1.673920 
16 	 1.676534 
16 	 1.673966 
16 	 1.674303 
16 	 1.673902 
16 	 1.673830 
16 	 1.674244 
16 	 1.673903 
16 	 1.673916 
16 	 2.364247 
16 	 1.671640 
16 	 1.671554 
16 	 1.671544 
16 	 1.671490 
16 	 1.671504 
16 	 1.671501 
16 	 1.671467 
16 	 1.671512 
16 	 1.671556 
16 	 1.671514 
16 	 1.671508 
16 	 1.671612 
16 	 1.671606 
16 	 1.671591 
16 	 1.671642 
16 	 1.671644 
16 	 1.671540 
16 	 1.671559 
16 	 1.671495 
16 	 1.671504 
16 	 1.671438 
16 	 1.671487 
16 	 1.671620 
16 	 1.671696 
16 	 1.671498 
16 	 1.671564 
16 	 1.671592 
16 	 1.671553 
16 	 1.671610 
16 	 1.671927 
16 	 1.671522 
32 	 1.671673 
32 	 1.671616 
32 	 1.671716 
32 	 1.671553 
32 	 1.671508 
32 	 1.671462 
32 	 1.671574 
32 	 1.671615 
32 	 1.671599 
32 	 1.671485 
32 	 1.671542 
32 	 1.671587 
32 	 1.671598 
32 	 1.671508 
32 	 1.671509 
32 	 1.671563 
32 	 1.671516 
32 	 1.671562 
32 	 1.671478 
32 	 1.671542 
32 	 1.671526 
32 	 1.671526 
32 	 1.672164 
32 	 1.671574 
32 	 1.671537 
32 	 1.671480 
32 	 1.671512 
32 	 1.671539 
32 	 1.671669 
32 	 1.671973 
32 	 1.671442 
32 	 1.671589 
32 	 1.671649 
32 	 1.671543 
32 	 1.671497 
32 	 1.671608 
32 	 1.671567 
32 	 1.671439 
32 	 1.671520 
32 	 1.671569 
32 	 1.671620 
32 	 1.671580 
32 	 1.671510 
32 	 1.671496 
32 	 1.671567 
32 	 1.671521 
32 	 1.671488 
32 	 1.671549 
32 	 1.671520 
32 	 1.671450 
32 	 1.671487 
32 	 1.672534 
32 	 1.671592 
32 	 1.671618 
32 	 1.671454 
32 	 1.671630 
32 	 1.671752 
32 	 1.671530 
32 	 1.671502 
32 	 2.396971 
32 	 2.360489 
32 	 1.671482 
32 	 1.671566 
32 	 1.671534 
